month,week,day,hour,DotW,WR
8,32,9,4,3,0
8,32,9,5,3,0
8,32,9,6,3,10
8,32,9,7,3,20
8,32,9,8,3,28
8,32,9,9,3,27
8,32,9,10,3,30
8,32,9,11,3,29
8,32,9,13,3,28
8,32,9,14,3,36
8,32,9,15,3,32
8,32,9,16,3,50
8,32,9,17,3,73
8,32,9,18,3,72
8,32,9,19,3,70
8,32,9,20,3,65
8,32,9,21,3,56
8,32,9,23,3,0
8,32,9,0,4,0
8,32,9,1,4,0
8,32,9,2,4,0
8,32,9,3,4,0
8,32,9,4,4,0
8,32,9,5,4,0
8,32,9,6,4,13
8,32,9,7,4,18
8,32,9,8,4,29
8,32,9,9,4,21
8,32,9,10,4,16
8,32,9,12,4,27
8,32,9,13,4,31
8,32,9,14,4,33
8,32,9,15,4,40
8,32,9,16,4,47
8,32,9,23,4,0
8,32,9,0,5,0
8,32,9,1,5,0
8,32,9,2,5,0
8,32,9,3,5,0
8,32,9,4,5,0
8,32,9,5,5,0
8,32,9,6,5,5
8,32,9,7,5,10
8,32,9,8,5,13
8,32,9,9,5,22
8,32,9,10,5,17
8,32,9,11,5,16
8,32,9,12,5,28
8,32,9,13,5,32
8,32,9,14,5,42
8,32,9,15,5,43
8,32,9,16,5,44
8,32,9,17,5,56
8,32,9,18,5,73
8,32,9,23,5,0
8,32,9,0,6,0
8,32,9,1,6,0
8,32,9,2,6,0
8,32,9,3,6,0
8,32,9,4,6,0
8,32,9,5,6,0
8,32,9,6,6,0
8,32,9,7,6,0
8,32,9,8,6,0
8,32,9,9,6,20
8,32,9,12,6,28
8,32,9,13,6,27
8,32,9,14,6,35
8,32,9,15,6,31
8,32,9,16,6,47
8,32,9,17,6,0
8,32,9,18,6,0
8,32,9,19,6,0
8,32,9,20,6,0
8,32,9,21,6,0
8,32,9,22,6,0
8,32,9,23,6,0
8,32,9,0,7,0
8,32,9,1,7,0
8,32,9,2,7,0
8,32,9,3,7,0
8,32,9,4,7,0
8,32,9,5,7,0
8,32,9,6,7,0
8,32,9,7,7,0
8,32,9,8,7,0
8,32,9,9,7,18
8,32,9,10,7,24
8,32,9,11,7,32
8,32,9,12,7,35
8,32,9,13,7,35
8,32,9,14,7,43
8,32,9,15,7,44
8,32,9,16,7,68
8,32,9,17,7,0
8,32,9,18,7,0
8,32,9,19,7,0
8,32,9,20,7,0
8,32,9,21,7,0
8,32,9,22,7,0
8,32,9,23,7,0
8,33,10,0,1,0
8,33,10,1,1,0
8,33,10,2,1,0
8,33,10,3,1,0
8,33,10,4,1,0
8,33,10,5,1,0
8,33,10,6,1,0
8,33,10,7,1,20
8,33,10,9,1,21
8,33,10,10,1,25
8,33,10,11,1,36
8,33,10,12,1,36
8,33,10,13,1,33
8,33,10,14,1,35
8,33,10,15,1,32
8,33,10,17,1,59
8,33,10,18,1,79
8,33,10,19,1,80
8,33,10,20,1,72
8,33,10,21,1,40
8,33,10,23,1,0
8,32,10,0,3,0
8,32,10,1,3,0
8,32,10,2,3,0
8,32,10,3,3,0
8,32,10,4,3,0
8,32,10,5,3,0
8,32,10,6,3,8
8,32,10,7,3,16
8,32,10,8,3,19
8,32,10,9,3,23
8,32,10,10,3,30
8,32,10,11,3,29
8,32,10,12,3,28
8,32,10,13,3,24
8,32,10,14,3,41
8,32,10,15,3,40
8,32,10,16,3,44
8,32,10,17,3,47
8,32,10,18,3,52
8,32,10,20,3,49
8,32,10,21,3,34
8,32,10,23,3,0
8,32,10,0,4,0
8,32,10,1,4,0
8,32,10,2,4,0
8,32,10,3,4,0
8,32,10,4,4,0
8,32,10,5,4,0
8,32,10,6,4,11
8,32,10,7,4,19
8,32,10,8,4,18
8,32,10,9,4,17
8,32,10,12,4,20
8,32,10,13,4,31
8,32,10,14,4,44
8,32,10,15,4,46
8,32,10,16,4,50
8,32,10,17,4,65
8,32,10,18,4,66
8,32,10,19,4,62
8,32,10,20,4,52
8,32,10,21,4,47
8,32,10,23,4,0
8,32,10,0,5,0
8,32,10,1,5,0
8,32,10,2,5,0
8,32,10,3,5,0
8,32,10,4,5,0
8,32,10,5,5,0
8,32,10,6,5,7
8,32,10,8,5,20
8,32,10,10,5,36
8,32,10,12,5,35
8,32,10,15,5,66
8,32,10,23,5,0
8,32,10,0,6,0
8,32,10,1,6,0
8,32,10,2,6,0
8,32,10,3,6,0
8,32,10,4,6,0
8,32,10,5,6,0
8,32,10,6,6,0
8,32,10,7,6,0
8,32,10,8,6,0
8,32,10,9,6,14
8,32,10,10,6,22
8,32,10,11,6,26
8,32,10,12,6,24
8,32,10,13,6,32
8,32,10,14,6,41
8,32,10,15,6,57
8,32,10,16,6,60
8,32,10,17,6,0
8,32,10,18,6,0
8,32,10,19,6,0
8,32,10,20,6,0
8,32,10,21,6,0
8,32,10,22,6,0
8,32,10,23,6,0
8,32,10,0,7,0
8,32,10,1,7,0
8,32,10,2,7,0
8,32,10,3,7,0
8,32,10,4,7,0
8,32,10,5,7,0
8,32,10,6,7,0
8,32,10,7,7,0
8,32,10,8,7,0
8,32,10,10,7,20
8,32,10,11,7,26
8,32,10,12,7,23
8,32,10,13,7,25
8,32,10,14,7,35
8,32,10,17,7,0
8,32,10,18,7,0
8,32,10,19,7,0
8,32,10,20,7,0
8,32,10,21,7,0
8,32,10,22,7,0
8,32,10,23,7,0
8,32,11,0,4,0
8,32,11,1,4,0
8,32,11,2,4,0
8,32,11,3,4,0
8,32,11,4,4,0
8,32,11,5,4,0
8,32,11,6,4,7
8,32,11,7,4,14
8,32,11,8,4,15
8,32,11,9,4,16
8,32,11,10,4,31
8,32,11,11,4,29
8,32,11,12,4,29
8,32,11,14,4,34
8,32,11,15,4,38
8,32,11,16,4,54
8,32,11,17,4,60
8,32,11,18,4,68
8,32,11,19,4,62
8,32,11,20,4,56
8,32,11,21,4,45
8,32,11,23,4,0
8,32,11,0,5,0
8,32,11,1,5,0
8,32,11,2,5,0
8,32,11,3,5,0
8,32,11,4,5,0
8,32,11,5,5,0
8,32,11,6,5,0
8,32,11,7,5,14
8,32,11,8,5,21
8,32,11,9,5,23
8,32,11,10,5,22
8,32,11,11,5,30
8,32,11,12,5,32
8,32,11,13,5,37
8,32,11,14,5,34
8,32,11,15,5,44
8,32,11,16,5,52
8,32,11,17,5,63
8,32,11,18,5,72
8,32,11,19,5,83
8,32,11,23,5,0
8,32,11,0,6,0
8,32,11,1,6,0
8,32,11,2,6,0
8,32,11,3,6,0
8,32,11,4,6,0
8,32,11,5,6,0
8,32,11,6,6,0
8,32,11,7,6,0
8,32,11,8,6,0
8,32,11,10,6,10
8,32,11,11,6,30
8,32,11,14,6,33
8,32,11,15,6,59
8,32,11,17,6,0
8,32,11,18,6,0
8,32,11,19,6,0
8,32,11,20,6,0
8,32,11,21,6,0
8,32,11,22,6,0
8,32,11,23,6,0
8,33,12,0,1,0
8,33,12,1,1,0
8,33,12,2,1,0
8,33,12,3,1,0
8,33,12,4,1,0
8,33,12,5,1,0
8,33,12,6,1,10
8,33,12,7,1,20
8,33,12,8,1,25
8,33,12,9,1,23
8,33,12,10,1,19
8,33,12,11,1,20
8,33,12,12,1,24
8,33,12,13,1,25
8,33,12,14,1,39
8,33,12,15,1,34
8,33,12,16,1,52
8,33,12,17,1,82
8,33,12,18,1,76
8,33,12,19,1,48
8,33,12,23,1,0
8,33,12,0,2,0
8,33,12,1,2,0
8,33,12,2,2,0
8,33,12,3,2,0
8,33,12,4,2,0
8,33,12,5,2,0
8,33,12,6,2,0
8,33,12,7,2,14
8,33,12,15,2,27
8,33,12,16,2,46
8,33,12,17,2,59
8,33,12,18,2,50
8,33,12,20,2,49
8,33,12,23,2,0
8,32,12,0,5,0
8,32,12,1,5,0
8,32,12,2,5,0
8,32,12,3,5,0
8,32,12,4,5,0
8,32,12,5,5,0
8,32,12,6,5,10
8,32,12,7,5,16
8,32,12,8,5,21
8,32,12,9,5,24
8,32,12,10,5,28
8,32,12,11,5,25
8,32,12,13,5,30
8,32,12,14,5,25
8,32,12,15,5,42
8,32,12,16,5,62
8,32,12,17,5,56
8,32,12,18,5,53
8,32,12,19,5,50
8,32,12,23,5,0
8,33,13,0,1,0
8,33,13,1,1,0
8,33,13,2,1,0
8,33,13,3,1,0
8,33,13,4,1,0
8,33,13,5,1,0
8,33,13,6,1,12
8,33,13,7,1,23
8,33,13,8,1,26
8,33,13,9,1,22
8,33,13,10,1,26
8,33,13,11,1,25
8,33,13,12,1,32
8,33,13,14,1,29
8,33,13,16,1,26
8,33,13,18,1,68
8,33,13,23,1,0
8,33,13,0,2,0
8,33,13,1,2,0
8,33,13,2,2,0
8,33,13,3,2,0
8,33,13,4,2,0
8,33,13,5,2,0
8,33,13,6,2,4
8,33,13,7,2,14
8,33,13,8,2,18
8,33,13,9,2,22
8,33,13,10,2,18
8,33,13,11,2,28
8,33,13,12,2,20
8,33,13,13,2,31
8,33,13,14,2,33
8,33,13,15,2,44
8,33,13,16,2,48
8,33,13,17,2,76
8,33,13,18,2,84
8,33,13,19,2,46
8,33,13,23,2,0
8,33,13,0,3,0
8,33,13,1,3,0
8,33,13,2,3,0
8,33,13,3,3,0
8,33,13,4,3,0
8,33,13,5,3,0
8,33,13,6,3,0
8,33,13,8,3,9
8,33,13,12,3,26
8,33,13,13,3,22
8,33,13,15,3,50
8,33,13,17,3,66
8,33,13,18,3,64
8,33,13,19,3,46
8,33,13,20,3,63
8,33,13,23,3,0
8,32,13,0,6,0
8,32,13,1,6,0
8,32,13,2,6,0
8,32,13,3,6,0
8,32,13,4,6,0
8,32,13,5,6,0
8,32,13,6,6,0
8,32,13,7,6,0
8,32,13,8,6,0
8,32,13,9,6,17
8,32,13,10,6,26
8,32,13,11,6,30
8,32,13,12,6,40
8,32,13,13,6,36
8,32,13,14,6,32
8,32,13,15,6,42
8,32,13,16,6,56
8,32,13,17,6,0
8,32,13,18,6,0
8,32,13,19,6,0
8,32,13,20,6,0
8,32,13,21,6,0
8,32,13,22,6,0
8,32,13,23,6,0
8,32,13,0,7,0
8,32,13,1,7,0
8,32,13,2,7,0
8,32,13,3,7,0
8,32,13,4,7,0
8,32,13,5,7,0
8,32,13,6,7,0
8,32,13,7,7,0
8,32,13,8,7,0
8,32,13,9,7,13
8,32,13,10,7,20
8,32,13,11,7,24
8,32,13,12,7,26
8,32,13,13,7,44
8,32,13,14,7,46
8,32,13,15,7,45
8,32,13,17,7,0
8,32,13,18,7,0
8,32,13,19,7,0
8,32,13,20,7,0
8,32,13,21,7,0
8,32,13,22,7,0
8,32,13,23,7,0
8,33,14,0,1,0
8,33,14,1,1,0
8,33,14,2,1,0
8,33,14,3,1,0
8,33,14,4,1,0
8,33,14,5,1,0
8,33,14,6,1,0
8,33,14,7,1,19
8,33,14,8,1,23
8,33,14,9,1,32
8,33,14,10,1,36
8,33,14,11,1,22
8,33,14,12,1,38
8,33,14,13,1,40
8,33,14,14,1,42
8,33,14,15,1,42
8,33,14,16,1,54
8,33,14,17,1,66
8,33,14,18,1,82
8,33,14,19,1,78
8,33,14,20,1,78
8,33,14,21,1,50
8,33,14,23,1,0
8,33,14,0,2,0
8,33,14,1,2,0
8,33,14,2,2,0
8,33,14,3,2,0
8,33,14,4,2,0
8,33,14,5,2,0
8,33,14,6,2,15
8,33,14,8,2,24
8,33,14,9,2,24
8,33,14,10,2,27
8,33,14,11,2,33
8,33,14,12,2,34
8,33,14,13,2,33
8,33,14,14,2,34
8,33,14,15,2,37
8,33,14,16,2,47
8,33,14,18,2,63
8,33,14,19,2,53
8,33,14,23,2,0
8,33,14,0,3,0
8,33,14,1,3,0
8,33,14,2,3,0
8,33,14,3,3,0
8,33,14,4,3,0
8,33,14,5,3,0
8,33,14,6,3,4
8,33,14,7,3,19
8,33,14,8,3,11
8,33,14,9,3,7
8,33,14,10,3,10
8,33,14,11,3,14
8,33,14,12,3,21
8,33,14,13,3,30
8,33,14,14,3,39
8,33,14,15,3,38
8,33,14,16,3,47
8,33,14,17,3,64
8,33,14,18,3,68
8,33,14,19,3,54
8,33,14,23,3,0
8,33,14,0,4,0
8,33,14,1,4,0
8,33,14,2,4,0
8,33,14,3,4,0
8,33,14,4,4,0
8,33,14,5,4,0
8,33,14,6,4,0
8,33,14,9,4,14
8,33,14,11,4,30
8,33,14,12,4,30
8,33,14,13,4,21
8,33,14,19,4,47
8,33,14,23,4,0
8,33,14,0,5,0
8,33,14,1,5,0
8,33,14,2,5,0
8,33,14,3,5,0
8,33,14,4,5,0
8,33,14,5,5,0
8,33,14,6,5,10
8,33,14,7,5,14
8,33,14,8,5,17
8,33,14,9,5,23
8,33,14,10,5,22
8,33,14,11,5,36
8,33,14,12,5,21
8,33,14,13,5,25
8,33,14,14,5,20
8,33,14,15,5,21
8,33,14,16,5,52
8,33,14,17,5,54
8,33,14,18,5,53
8,33,14,19,5,59
8,33,14,23,5,0
8,32,14,0,7,0
8,32,14,1,7,0
8,32,14,2,7,0
8,32,14,3,7,0
8,32,14,4,7,0
8,32,14,5,7,0
8,32,14,6,7,0
8,32,14,7,7,0
8,32,14,8,7,0
8,32,14,9,7,20
8,32,14,10,7,20
8,32,14,11,7,20
8,32,14,12,7,22
8,32,14,13,7,26
8,32,14,14,7,31
8,32,14,15,7,42
8,32,14,16,7,50
8,32,14,17,7,0
8,32,14,18,7,0
8,32,14,19,7,0
8,32,14,20,7,0
8,32,14,21,7,0
8,32,14,22,7,0
8,32,14,23,7,0
8,33,15,0,1,0
8,33,15,1,1,0
8,33,15,2,1,0
8,33,15,3,1,0
8,33,15,4,1,0
8,33,15,5,1,0
8,33,15,6,1,8
8,33,15,7,1,16
8,33,15,8,1,18
8,33,15,9,1,20
8,33,15,10,1,26
8,33,15,11,1,29
8,33,15,13,1,28
8,33,15,14,1,33
8,33,15,15,1,36
8,33,15,16,1,40
8,33,15,17,1,64
8,33,15,18,1,74
8,33,15,19,1,72
8,33,15,20,1,70
8,33,15,21,1,54
8,33,15,23,1,0
8,33,15,0,2,0
8,33,15,1,2,0
8,33,15,2,2,0
8,33,15,3,2,0
8,33,15,4,2,0
8,33,15,5,2,0
8,33,15,6,2,0
8,33,15,7,2,16
8,33,15,8,2,22
8,33,15,9,2,29
8,33,15,10,2,26
8,33,15,11,2,40
8,33,15,12,2,40
8,33,15,13,2,33
8,33,15,14,2,25
8,33,15,15,2,44
8,33,15,16,2,44
8,33,15,17,2,74
8,33,15,18,2,80
8,33,15,19,2,74
8,33,15,20,2,55
8,33,15,21,2,37
8,33,15,23,2,0
8,33,15,0,3,0
8,33,15,1,3,0
8,33,15,2,3,0
8,33,15,3,3,0
8,33,15,4,3,0
8,33,15,5,3,0
8,33,15,6,3,7
8,33,15,7,3,18
8,33,15,8,3,25
8,33,15,11,3,28
8,33,15,12,3,27
8,33,15,13,3,30
8,33,15,14,3,26
8,33,15,15,3,33
8,33,15,16,3,50
8,33,15,17,3,65
8,33,15,23,3,0
8,33,15,0,4,0
8,33,15,1,4,0
8,33,15,2,4,0
8,33,15,3,4,0
8,33,15,4,4,0
8,33,15,5,4,0
8,33,15,6,4,4
8,33,15,8,4,11
8,33,15,9,4,13
8,33,15,10,4,16
8,33,15,11,4,18
8,33,15,12,4,20
8,33,15,13,4,19
8,33,15,14,4,20
8,33,15,15,4,37
8,33,15,16,4,48
8,33,15,17,4,70
8,33,15,18,4,55
8,33,15,19,4,43
8,33,15,23,4,0
8,33,15,0,5,0
8,33,15,1,5,0
8,33,15,2,5,0
8,33,15,3,5,0
8,33,15,4,5,0
8,33,15,5,5,0
8,33,15,6,5,0
8,33,15,9,5,19
8,33,15,11,5,19
8,33,15,15,5,38
8,33,15,16,5,51
8,33,15,17,5,62
8,33,15,23,5,0
8,33,15,0,6,0
8,33,15,1,6,0
8,33,15,2,6,0
8,33,15,3,6,0
8,33,15,4,6,0
8,33,15,5,6,0
8,33,15,6,6,0
8,33,15,7,6,0
8,33,15,8,6,0
8,33,15,9,6,8
8,33,15,10,6,24
8,33,15,11,6,22
8,33,15,12,6,29
8,33,15,13,6,26
8,33,15,14,6,39
8,33,15,15,6,48
8,33,15,16,6,45
8,33,15,17,6,0
8,33,15,18,6,0
8,33,15,19,6,0
8,33,15,20,6,0
8,33,15,21,6,0
8,33,15,22,6,0
8,33,15,23,6,0
8,33,16,0,2,0
8,33,16,1,2,0
8,33,16,2,2,0
8,33,16,3,2,0
8,33,16,4,2,0
8,33,16,5,2,0
8,33,16,6,2,7
8,33,16,7,2,12
8,33,16,8,2,18
8,33,16,9,2,18
8,33,16,10,2,31
8,33,16,11,2,31
8,33,16,12,2,28
8,33,16,13,2,38
8,33,16,14,2,34
8,33,16,15,2,37
8,33,16,16,2,46
8,33,16,17,2,57
8,33,16,18,2,71
8,33,16,19,2,62
8,33,16,20,2,64
8,33,16,21,2,69
8,33,16,23,2,0
8,33,16,0,3,0
8,33,16,1,3,0
8,33,16,2,3,0
8,33,16,3,3,0
8,33,16,4,3,0
8,33,16,5,3,0
8,33,16,6,3,13
8,33,16,9,3,27
8,33,16,10,3,26
8,33,16,11,3,34
8,33,16,12,3,36
8,33,16,13,3,31
8,33,16,14,3,29
8,33,16,15,3,26
8,33,16,16,3,46
8,33,16,17,3,73
8,33,16,18,3,65
8,33,16,19,3,61
8,33,16,20,3,52
8,33,16,21,3,56
8,33,16,23,3,0
8,33,16,0,4,0
8,33,16,1,4,0
8,33,16,2,4,0
8,33,16,3,4,0
8,33,16,4,4,0
8,33,16,5,4,0
8,33,16,6,4,8
8,33,16,7,4,16
8,33,16,8,4,20
8,33,16,9,4,25
8,33,16,10,4,20
8,33,16,12,4,18
8,33,16,13,4,25
8,33,16,15,4,37
8,33,16,17,4,50
8,33,16,18,4,49
8,33,16,19,4,42
8,33,16,20,4,33
8,33,16,23,4,0
8,33,16,0,6,0
8,33,16,1,6,0
8,33,16,2,6,0
8,33,16,3,6,0
8,33,16,4,6,0
8,33,16,5,6,0
8,33,16,6,6,0
8,33,16,7,6,0
8,33,16,8,6,0
8,33,16,9,6,15
8,33,16,11,6,35
8,33,16,13,6,27
8,33,16,14,6,24
8,33,16,15,6,31
8,33,16,16,6,55
8,33,16,17,6,0
8,33,16,18,6,0
8,33,16,19,6,0
8,33,16,20,6,0
8,33,16,21,6,0
8,33,16,22,6,0
8,33,16,23,6,0
8,33,16,0,7,0
8,33,16,1,7,0
8,33,16,2,7,0
8,33,16,3,7,0
8,33,16,4,7,0
8,33,16,5,7,0
8,33,16,6,7,0
8,33,16,7,7,0
8,33,16,8,7,0
8,33,16,9,7,11
8,33,16,10,7,20
8,33,16,11,7,22
8,33,16,12,7,30
8,33,16,13,7,41
8,33,16,14,7,37
8,33,16,15,7,38
8,33,16,16,7,59
8,33,16,17,7,0
8,33,16,18,7,0
8,33,16,19,7,0
8,33,16,20,7,0
8,33,16,21,7,0
8,33,16,22,7,0
8,33,16,23,7,0
8,34,17,0,1,0
8,34,17,1,1,0
8,34,17,2,1,0
8,34,17,3,1,0
8,34,17,4,1,0
8,34,17,5,1,0
8,34,17,6,1,17
8,34,17,7,1,24
8,34,17,8,1,24
8,34,17,9,1,22
8,34,17,10,1,24
8,34,17,11,1,24
8,34,17,12,1,30
8,34,17,13,1,24
8,34,17,14,1,29
8,34,17,15,1,38
8,34,17,16,1,47
8,34,17,17,1,58
8,34,17,18,1,79
8,34,17,19,1,67
8,34,17,20,1,59
8,34,17,21,1,38
8,34,17,23,1,0
8,33,17,0,3,0
8,33,17,1,3,0
8,33,17,2,3,0
8,33,17,3,3,0
8,33,17,4,3,0
8,33,17,5,3,0
8,33,17,6,3,9
8,33,17,8,3,22
8,33,17,9,3,19
8,33,17,10,3,30
8,33,17,11,3,24
8,33,17,12,3,28
8,33,17,13,3,32
8,33,17,14,3,36
8,33,17,16,3,45
8,33,17,17,3,70
8,33,17,18,3,60
8,33,17,19,3,53
8,33,17,20,3,60
8,33,17,21,3,50
8,33,17,23,3,0
8,33,17,0,4,0
8,33,17,1,4,0
8,33,17,2,4,0
8,33,17,3,4,0
8,33,17,4,4,0
8,33,17,5,4,0
8,33,17,6,4,0
8,33,17,7,4,15
8,33,17,8,4,8
8,33,17,9,4,16
8,33,17,10,4,23
8,33,17,11,4,22
8,33,17,12,4,30
8,33,17,13,4,33
8,33,17,14,4,35
8,33,17,15,4,32
8,33,17,16,4,56
8,33,17,17,4,56
8,33,17,18,4,52
8,33,17,19,4,46
8,33,17,21,4,50
8,33,17,23,4,0
8,33,17,0,5,0
8,33,17,1,5,0
8,33,17,2,5,0
8,33,17,3,5,0
8,33,17,4,5,0
8,33,17,5,5,0
8,33,17,6,5,0
8,33,17,7,5,22
8,33,17,8,5,22
8,33,17,11,5,22
8,33,17,13,5,31
8,33,17,15,5,36
8,33,17,16,5,50
8,33,17,23,5,0
8,33,17,0,6,0
8,33,17,1,6,0
8,33,17,2,6,0
8,33,17,3,6,0
8,33,17,4,6,0
8,33,17,5,6,0
8,33,17,6,6,0
8,33,17,7,6,0
8,33,17,8,6,0
8,33,17,9,6,20
8,33,17,10,6,22
8,33,17,11,6,36
8,33,17,12,6,29
8,33,17,13,6,27
8,33,17,14,6,34
8,33,17,15,6,36
8,33,17,16,6,20
8,33,17,17,6,0
8,33,17,18,6,0
8,33,17,19,6,0
8,33,17,20,6,0
8,33,17,21,6,0
8,33,17,22,6,0
8,33,17,23,6,0
8,33,17,0,7,0
8,33,17,1,7,0
8,33,17,2,7,0
8,33,17,3,7,0
8,33,17,4,7,0
8,33,17,5,7,0
8,33,17,6,7,0
8,33,17,7,7,0
8,33,17,8,7,0
8,33,17,10,7,23
8,33,17,13,7,22
8,33,17,14,7,24
8,33,17,15,7,45
8,33,17,16,7,49
8,33,17,17,7,0
8,33,17,18,7,0
8,33,17,19,7,0
8,33,17,20,7,0
8,33,17,21,7,0
8,33,17,22,7,0
8,33,17,23,7,0
8,34,18,0,1,0
8,34,18,1,1,0
8,34,18,2,1,0
8,34,18,3,1,0
8,34,18,4,1,0
8,34,18,5,1,0
8,34,18,6,1,0
8,34,18,8,1,16
8,34,18,12,1,49
8,34,18,15,1,38
8,34,18,16,1,48
8,34,18,18,1,70
8,34,18,20,1,63
8,34,18,21,1,58
8,34,18,23,1,0
8,34,18,0,2,0
8,34,18,1,2,0
8,34,18,2,2,0
8,34,18,3,2,0
8,34,18,4,2,0
8,34,18,5,2,0
8,34,18,6,2,15
8,34,18,7,2,20
8,34,18,8,2,21
8,34,18,9,2,15
8,34,18,10,2,21
8,34,18,11,2,22
8,34,18,12,2,35
8,34,18,13,2,20
8,34,18,14,2,28
8,34,18,15,2,45
8,34,18,16,2,65
8,34,18,17,2,81
8,34,18,18,2,56
8,34,18,19,2,80
8,34,18,20,2,68
8,34,18,23,2,0
8,33,18,0,4,0
8,33,18,1,4,0
8,33,18,2,4,0
8,33,18,3,4,0
8,33,18,4,4,0
8,33,18,5,4,0
8,33,18,6,4,7
8,33,18,7,4,12
8,33,18,8,4,13
8,33,18,9,4,23
8,33,18,10,4,26
8,33,18,11,4,25
8,33,18,12,4,35
8,33,18,13,4,40
8,33,18,14,4,36
8,33,18,15,4,45
8,33,18,16,4,34
8,33,18,17,4,61
8,33,18,18,4,55
8,33,18,19,4,58
8,33,18,20,4,39
8,33,18,21,4,34
8,33,18,23,4,0
8,33,18,0,5,0
8,33,18,1,5,0
8,33,18,2,5,0
8,33,18,3,5,0
8,33,18,4,5,0
8,33,18,5,5,0
8,33,18,6,5,0
8,33,18,7,5,19
8,33,18,8,5,14
8,33,18,9,5,25
8,33,18,10,5,23
8,33,18,12,5,34
8,33,18,13,5,32
8,33,18,14,5,36
8,33,18,15,5,46
8,33,18,16,5,48
8,33,18,17,5,63
8,33,18,18,5,59
8,33,18,19,5,63
8,33,18,23,5,0
8,33,18,0,6,0
8,33,18,1,6,0
8,33,18,2,6,0
8,33,18,3,6,0
8,33,18,4,6,0
8,33,18,5,6,0
8,33,18,6,6,0
8,33,18,7,6,0
8,33,18,8,6,0
8,33,18,14,6,41
8,33,18,15,6,32
8,33,18,17,6,0
8,33,18,18,6,0
8,33,18,19,6,0
8,33,18,20,6,0
8,33,18,21,6,0
8,33,18,22,6,0
8,33,18,23,6,0
8,33,18,0,7,0
8,33,18,1,7,0
8,33,18,2,7,0
8,33,18,3,7,0
8,33,18,4,7,0
8,33,18,5,7,0
8,33,18,6,7,0
8,33,18,7,7,0
8,33,18,8,7,0
8,33,18,9,7,9
8,33,18,10,7,10
8,33,18,11,7,10
8,33,18,12,7,13
8,33,18,13,7,22
8,33,18,15,7,31
8,33,18,16,7,44
8,33,18,17,7,0
8,33,18,18,7,0
8,33,18,19,7,0
8,33,18,20,7,0
8,33,18,21,7,0
8,33,18,22,7,0
8,33,18,23,7,0
8,34,19,0,3,0
8,34,19,1,3,0
8,34,19,2,3,0
8,34,19,3,3,0
8,34,19,4,3,0
8,34,19,5,3,0
8,34,19,6,3,13
8,34,19,7,3,19
8,34,19,8,3,24
8,34,19,9,3,26
8,34,19,10,3,22
8,34,19,11,3,29
8,34,19,12,3,26
8,34,19,13,3,25
8,34,19,14,3,26
8,34,19,15,3,29
8,34,19,16,3,44
8,34,19,17,3,59
8,34,19,18,3,56
8,34,19,19,3,39
8,34,19,20,3,53
8,34,19,23,3,0
8,33,19,0,5,0
8,33,19,1,5,0
8,33,19,2,5,0
8,33,19,3,5,0
8,33,19,4,5,0
8,33,19,5,5,0
8,33,19,6,5,11
8,33,19,7,5,12
8,33,19,8,5,16
8,33,19,9,5,27
8,33,19,10,5,28
8,33,19,11,5,32
8,33,19,12,5,40
8,33,19,13,5,38
8,33,19,14,5,33
8,33,19,15,5,42
8,33,19,16,5,44
8,33,19,17,5,54
8,33,19,18,5,52
8,33,19,23,5,0
8,33,19,0,6,0
8,33,19,1,6,0
8,33,19,2,6,0
8,33,19,3,6,0
8,33,19,4,6,0
8,33,19,5,6,0
8,33,19,6,6,0
8,33,19,7,6,0
8,33,19,8,6,0
8,33,19,9,6,22
8,33,19,10,6,29
8,33,19,11,6,32
8,33,19,12,6,41
8,33,19,13,6,36
8,33,19,14,6,28
8,33,19,15,6,45
8,33,19,16,6,47
8,33,19,17,6,0
8,33,19,18,6,0
8,33,19,19,6,0
8,33,19,20,6,0
8,33,19,21,6,0
8,33,19,22,6,0
8,33,19,23,6,0
8,33,19,0,7,0
8,33,19,1,7,0
8,33,19,2,7,0
8,33,19,3,7,0
8,33,19,4,7,0
8,33,19,5,7,0
8,33,19,6,7,0
8,33,19,7,7,0
8,33,19,8,7,0
8,33,19,10,7,16
8,33,19,12,7,25
8,33,19,13,7,23
8,33,19,17,7,0
8,33,19,18,7,0
8,33,19,19,7,0
8,33,19,20,7,0
8,33,19,21,7,0
8,33,19,22,7,0
8,33,19,23,7,0
8,34,20,0,1,0
8,34,20,1,1,0
8,34,20,2,1,0
8,34,20,3,1,0
8,34,20,4,1,0
8,34,20,5,1,0
8,34,20,6,1,5
8,34,20,7,1,18
8,34,20,8,1,26
8,34,20,9,1,22
8,34,20,10,1,26
8,34,20,11,1,28
8,34,20,12,1,27
8,34,20,13,1,25
8,34,20,15,1,28
8,34,20,23,1,0
8,34,20,0,4,0
8,34,20,1,4,0
8,34,20,2,4,0
8,34,20,3,4,0
8,34,20,4,4,0
8,34,20,5,4,0
8,34,20,6,4,13
8,34,20,7,4,15
8,34,20,8,4,12
8,34,20,9,4,18
8,34,20,10,4,20
8,34,20,11,4,16
8,34,20,12,4,28
8,34,20,13,4,32
8,34,20,14,4,28
8,34,20,15,4,42
8,34,20,16,4,54
8,34,20,17,4,73
8,34,20,18,4,41
8,34,20,19,4,56
8,34,20,20,4,44
8,34,20,23,4,0
8,33,20,0,7,0
8,33,20,1,7,0
8,33,20,2,7,0
8,33,20,3,7,0
8,33,20,4,7,0
8,33,20,5,7,0
