month,week,day,hour,DotW,WR
3,13,28,2,2,0
3,13,28,3,2,0
3,13,28,4,2,0
3,13,28,5,2,0
3,13,28,6,2,48
3,13,28,7,2,122
3,13,28,8,2,84
3,13,28,9,2,79
3,13,28,10,2,87
3,13,28,11,2,112
3,13,28,12,2,111
3,13,28,13,2,126
3,13,28,14,2,124
3,13,28,15,2,132
3,13,28,16,2,146
3,13,28,17,2,148
3,13,28,18,2,156
3,13,28,19,2,138
3,13,28,20,2,150
3,13,28,21,2,178
3,13,28,22,2,168
3,13,28,23,2,50
3,13,28,0,3,0
3,13,28,1,3,0
3,13,28,2,3,0
3,13,28,3,3,0
3,13,28,4,3,0
3,13,28,5,3,0
3,13,28,6,3,36
3,13,28,23,3,0
3,13,28,0,5,0
3,13,28,1,5,0
3,13,28,2,5,0
3,13,28,3,5,0
3,13,28,4,5,0
3,13,28,5,5,0
3,13,28,6,5,6
3,13,28,7,5,32
3,13,28,8,5,43
3,13,28,9,5,58
3,13,28,10,5,59
3,13,28,11,5,88
3,13,28,12,5,104
3,13,28,13,5,110
3,13,28,14,5,112
3,13,28,15,5,121
3,13,28,16,5,134
3,13,28,17,5,110
3,13,28,18,5,104
3,13,28,19,5,92
3,13,28,20,5,40
3,13,28,21,5,49
3,13,28,22,5,0
3,13,28,23,5,0
3,13,28,0,6,0
3,13,28,1,6,0
3,13,28,2,6,0
3,13,28,3,6,0
3,13,28,4,6,0
3,13,28,5,6,0
3,13,28,6,6,0
3,13,28,7,6,0
3,13,28,8,6,0
3,13,28,10,6,64
3,13,28,11,6,54
3,13,28,12,6,88
3,13,28,13,6,79
3,13,28,14,6,100
3,13,28,15,6,113
3,13,28,16,6,123
3,13,28,17,6,129
3,13,28,18,6,99
3,13,28,19,6,84
3,13,28,20,6,72
3,13,28,21,6,85
3,13,28,22,6,0
3,13,28,23,6,0
3,13,29,0,2,0
3,13,29,1,2,0
3,13,29,2,2,0
3,13,29,3,2,0
3,13,29,4,2,0
3,13,29,5,2,0
3,13,29,6,2,28
3,13,29,7,2,49
3,13,29,8,2,56
3,13,29,9,2,64
3,13,29,10,2,82
3,13,29,11,2,70
3,13,29,12,2,102
3,13,29,13,2,104
3,13,29,14,2,110
3,13,29,15,2,111
3,13,29,16,2,126
3,13,29,17,2,122
3,13,29,18,2,120
3,13,29,19,2,99
3,13,29,20,2,116
3,13,29,21,2,135
3,13,29,23,2,92
3,13,29,0,4,0
3,13,29,1,4,0
3,13,29,2,4,0
3,13,29,3,4,0
3,13,29,4,4,0
3,13,29,5,4,0
3,13,29,6,4,0
3,13,29,9,4,68
3,13,29,10,4,58
3,13,29,11,4,76
3,13,29,12,4,109
3,13,29,13,4,116
3,13,29,14,4,94
3,13,29,15,4,95
3,13,29,16,4,86
3,13,29,17,4,96
3,13,29,19,4,51
3,13,29,23,4,0
3,13,29,0,5,0
3,13,29,1,5,0
3,13,29,2,5,0
3,13,29,3,5,0
3,13,29,4,5,0
3,13,29,5,5,0
3,13,29,6,5,31
3,13,29,7,5,37
3,13,29,8,5,27
3,13,29,9,5,34
3,13,29,10,5,66
3,13,29,11,5,68
3,13,29,12,5,95
3,13,29,14,5,112
3,13,29,17,5,115
3,13,29,19,5,82
3,13,29,20,5,0
3,13,29,21,5,0
3,13,29,22,5,0
3,13,29,23,5,0
3,13,29,0,6,0
3,13,29,1,6,0
3,13,29,2,6,0
3,13,29,3,6,0
3,13,29,4,6,0
3,13,29,5,6,0
3,13,29,6,6,0
3,13,29,7,6,0
3,13,29,8,6,9
3,13,29,9,6,33
3,13,29,10,6,36
3,13,29,11,6,64
3,13,29,12,6,80
3,13,29,13,6,90
3,13,29,14,6,70
3,13,29,15,6,100
3,13,29,16,6,103
3,13,29,17,6,104
3,13,29,18,6,81
3,13,29,19,6,91
3,13,29,20,6,28
3,13,29,21,6,26
3,13,29,22,6,0
3,13,29,23,6,0
3,13,29,0,7,0
3,13,29,1,7,0
3,13,29,2,7,0
3,13,29,3,7,0
3,13,29,4,7,0
3,13,29,5,7,0
3,13,29,6,7,0
3,13,29,7,7,0
3,13,29,8,7,0
3,13,29,9,7,29
3,13,29,10,7,32
3,13,29,18,7,92
3,13,29,19,7,70
3,13,29,23,7,0
3,14,30,0,1,0
3,14,30,1,1,0
3,14,30,2,1,0
3,14,30,3,1,0
3,14,30,4,1,0
3,14,30,5,1,0
3,14,30,6,1,20
3,14,30,7,1,47
3,14,30,8,1,59
3,14,30,9,1,62
3,14,30,10,1,76
3,14,30,11,1,67
3,14,30,15,1,132
3,14,30,16,1,115
3,14,30,17,1,115
3,14,30,18,1,154
3,14,30,19,1,118
3,14,30,20,1,130
3,14,30,21,1,163
3,14,30,23,1,0
3,13,30,0,3,0
3,13,30,1,3,0
3,13,30,2,3,0
3,13,30,3,3,0
3,13,30,4,3,0
3,13,30,5,3,0
3,13,30,6,3,36
3,13,30,7,3,52
3,13,30,8,3,52
3,13,30,10,3,80
3,13,30,11,3,96
3,13,30,12,3,89
3,13,30,13,3,100
3,13,30,14,3,95
3,13,30,15,3,99
3,13,30,16,3,108
3,13,30,17,3,138
3,13,30,18,3,132
3,13,30,19,3,126
3,13,30,20,3,118
3,13,30,21,3,122
3,13,30,22,3,87
3,13,30,23,3,0
3,13,30,0,5,0
3,13,30,1,5,0
3,13,30,2,5,0
3,13,30,3,5,0
3,13,30,4,5,0
3,13,30,5,5,0
3,13,30,6,5,0
3,13,30,9,5,48
3,13,30,10,5,72
3,13,30,11,5,76
3,13,30,12,5,70
3,13,30,13,5,71
3,13,30,14,5,71
3,13,30,15,5,71
3,13,30,16,5,78
3,13,30,20,5,0
3,13,30,21,5,0
3,13,30,22,5,0
3,13,30,23,5,0
3,13,30,0,6,0
3,13,30,1,6,0
3,13,30,2,6,0
3,13,30,3,6,0
3,13,30,4,6,0
3,13,30,5,6,0
3,13,30,6,6,0
3,13,30,7,6,0
3,13,30,8,6,0
3,13,30,10,6,63
3,13,30,14,6,84
3,13,30,15,6,101
3,13,30,16,6,96
3,13,30,17,6,98
3,13,30,20,6,0
3,13,30,21,6,0
3,13,30,22,6,0
3,13,30,23,6,0
3,13,30,0,7,0
3,13,30,1,7,0
3,13,30,2,7,0
3,13,30,3,7,0
3,13,30,4,7,0
3,13,30,5,7,0
3,13,30,6,7,0
3,13,30,7,7,0
3,13,30,8,7,0
3,13,30,10,7,24
3,13,30,11,7,40
3,13,30,12,7,45
3,13,30,13,7,50
3,13,30,14,7,56
3,13,30,15,7,64
3,13,30,16,7,80
3,13,30,23,7,0
3,14,31,0,1,0
3,14,31,1,1,0
3,14,31,2,1,0
3,14,31,3,1,0
3,14,31,4,1,0
3,14,31,5,1,0
3,14,31,6,1,2
3,14,31,7,1,48
3,14,31,8,1,70
3,14,31,9,1,64
3,14,31,10,1,66
3,14,31,11,1,92
3,14,31,12,1,92
3,14,31,13,1,107
3,14,31,14,1,103
3,14,31,15,1,112
3,14,31,16,1,130
3,14,31,17,1,126
3,14,31,18,1,132
3,14,31,19,1,106
3,14,31,20,1,134
3,14,31,21,1,146
3,14,31,22,1,127
3,14,31,23,1,0
3,14,31,0,2,0
3,14,31,1,2,0
3,14,31,2,2,0
3,14,31,3,2,0
3,14,31,4,2,0
3,14,31,5,2,0
3,14,31,6,2,17
3,14,31,7,2,38
3,14,31,8,2,57
3,14,31,9,2,60
3,14,31,10,2,68
3,14,31,11,2,85
3,14,31,12,2,92
3,14,31,13,2,105
3,14,31,15,2,106
3,14,31,16,2,114
3,14,31,17,2,134
3,14,31,18,2,142
3,14,31,19,2,109
3,14,31,21,2,132
3,14,31,22,2,126
3,14,31,23,2,0
3,13,31,0,4,0
3,13,31,1,4,0
3,13,31,2,4,0
3,13,31,3,4,0
3,13,31,4,4,0
3,13,31,5,4,0
3,13,31,6,4,9
3,13,31,7,4,28
3,13,31,8,4,46
3,13,31,9,4,52
3,13,31,10,4,67
3,13,31,11,4,83
3,13,31,12,4,116
3,13,31,13,4,106
3,13,31,14,4,79
3,13,31,15,4,91
3,13,31,16,4,122
3,13,31,17,4,118
3,13,31,18,4,98
3,13,31,19,4,87
3,13,31,20,4,84
3,13,31,21,4,85
3,13,31,22,4,60
3,13,31,23,4,63
3,13,31,0,5,0
3,13,31,1,5,0
3,13,31,2,5,0
3,13,31,3,5,0
3,13,31,4,5,0
3,13,31,5,5,0
3,13,31,6,5,32
3,13,31,7,5,60
3,13,31,8,5,64
3,13,31,9,5,92
3,13,31,10,5,89
3,13,31,11,5,104
3,13,31,12,5,118
3,13,31,13,5,116
3,13,31,14,5,124
3,13,31,15,5,148
3,13,31,16,5,162
3,13,31,17,5,161
3,13,31,18,5,144
3,13,31,19,5,126
3,13,31,20,5,48
3,13,31,21,5,0
3,13,31,22,5,0
3,13,31,23,5,0
3,13,31,0,7,0
3,13,31,1,7,0
3,13,31,2,7,0
3,13,31,3,7,0
3,13,31,4,7,0
3,13,31,5,7,0
3,13,31,6,7,0
3,13,31,7,7,0
3,13,31,8,7,0
3,13,31,9,7,46
3,13,31,10,7,48
3,13,31,11,7,52
3,13,31,12,7,52
3,13,31,13,7,58
3,13,31,14,7,66
3,13,31,16,7,77
3,13,31,17,7,95
3,13,31,23,7,0
4,14,1,0,1,0
4,14,1,1,1,0
4,14,1,2,1,0
4,14,1,3,1,0
4,14,1,4,1,0
4,14,1,5,1,0
4,14,1,6,1,48
4,14,1,7,1,64
4,14,1,8,1,71
4,14,1,9,1,80
4,14,1,10,1,86
4,14,1,11,1,99
4,14,1,13,1,95
4,14,1,14,1,89
4,14,1,15,1,108
4,14,1,16,1,144
4,14,1,17,1,162
4,14,1,18,1,132
4,14,1,19,1,118
4,14,1,21,1,70
4,14,1,23,1,0
4,14,1,0,2,0
4,14,1,1,2,0
4,14,1,2,2,0
4,14,1,3,2,0
4,14,1,4,2,0
4,14,1,5,2,0
4,14,1,6,2,0
4,14,1,7,2,49
4,14,1,8,2,60
4,14,1,9,2,50
4,14,1,10,2,62
4,14,1,11,2,96
4,14,1,12,2,103
4,14,1,13,2,102
4,14,1,14,2,103
4,14,1,15,2,114
4,14,1,16,2,122
4,14,1,17,2,142
4,14,1,18,2,118
4,14,1,19,2,103
4,14,1,20,2,112
4,14,1,21,2,120
4,14,1,22,2,127
4,14,1,23,2,46
4,13,1,0,6,0
4,13,1,1,6,0
4,13,1,2,6,0
4,13,1,3,6,0
4,13,1,4,6,0
4,13,1,5,6,0
4,13,1,6,6,0
4,13,1,7,6,0
4,13,1,8,6,18
4,13,1,9,6,62
4,13,1,10,6,92
4,13,1,11,6,96
4,13,1,12,6,100
4,13,1,13,6,96
4,13,1,14,6,96
4,13,1,15,6,111
4,13,1,16,6,113
4,13,1,17,6,119
4,13,1,18,6,124
4,13,1,19,6,124
4,13,1,20,6,39
4,13,1,21,6,46
4,13,1,22,6,0
4,13,1,23,6,0
4,13,1,0,7,0
4,13,1,1,7,0
4,13,1,2,7,0
4,13,1,3,7,0
4,13,1,4,7,0
4,13,1,5,7,0
4,13,1,6,7,0
4,13,1,7,7,0
4,13,1,8,7,0
4,13,1,9,7,28
4,13,1,10,7,37
4,13,1,11,7,45
4,13,1,12,7,39
4,13,1,13,7,59
4,13,1,14,7,74
4,13,1,15,7,75
4,13,1,16,7,70
4,13,1,23,7,0
4,14,2,0,2,0
4,14,2,1,2,0
4,14,2,2,2,0
4,14,2,3,2,0
4,14,2,4,2,0
4,14,2,5,2,0
4,14,2,6,2,47
4,14,2,7,2,52
4,14,2,8,2,57
4,14,2,9,2,46
4,14,2,10,2,88
4,14,2,11,2,106
4,14,2,12,2,105
4,14,2,13,2,116
4,14,2,16,2,106
4,14,2,17,2,131
4,14,2,18,2,138
4,14,2,19,2,124
4,14,2,20,2,105
4,14,2,21,2,115
4,14,2,22,2,103
4,14,2,23,2,72
4,14,2,0,3,0
4,14,2,1,3,0
4,14,2,2,3,0
4,14,2,3,3,0
4,14,2,4,3,0
4,14,2,5,3,0
4,14,2,6,3,9
4,14,2,7,3,44
4,14,2,8,3,58
4,14,2,9,3,54
4,14,2,10,3,61
4,14,2,11,3,96
4,14,2,12,3,113
4,14,2,14,3,101
4,14,2,15,3,109
4,14,2,16,3,112
4,14,2,17,3,121
4,14,2,20,3,79
4,14,2,21,3,130
4,14,2,22,3,105
4,14,2,23,3,85
4,13,2,0,6,0
4,13,2,1,6,0
4,13,2,2,6,0
4,13,2,3,6,0
4,13,2,4,6,0
4,13,2,5,6,0
4,13,2,6,6,0
4,13,2,7,6,0
4,13,2,8,6,27
4,13,2,9,6,65
4,13,2,10,6,69
4,13,2,11,6,82
4,13,2,12,6,74
4,13,2,13,6,78
4,13,2,14,6,64
4,13,2,15,6,63
4,13,2,16,6,42
4,13,2,17,6,81
4,13,2,18,6,102
4,13,2,19,6,81
4,13,2,20,6,80
4,13,2,21,6,75
4,13,2,22,6,0
4,13,2,23,6,0
4,13,2,0,7,0
4,13,2,1,7,0
4,13,2,2,7,0
4,13,2,3,7,0
4,13,2,4,7,0
4,13,2,5,7,0
4,13,2,6,7,0
4,13,2,7,7,0
4,13,2,8,7,0
4,13,2,9,7,50
4,13,2,10,7,56
4,13,2,11,7,75
4,13,2,12,7,82
4,13,2,13,7,80
4,13,2,14,7,82
4,13,2,15,7,106
4,13,2,16,7,111
4,13,2,17,7,89
4,13,2,18,7,128
4,13,2,19,7,132
4,13,2,20,7,121
4,13,2,21,7,125
4,13,2,22,7,140
4,13,2,23,7,0
4,14,3,0,1,0
4,14,3,1,1,0
4,14,3,2,1,0
4,14,3,3,1,0
4,14,3,4,1,0
4,14,3,5,1,0
4,14,3,6,1,19
4,14,3,7,1,68
4,14,3,8,1,92
4,14,3,9,1,85
4,14,3,10,1,108
4,14,3,11,1,128
4,14,3,12,1,121
4,14,3,13,1,123
4,14,3,14,1,138
4,14,3,15,1,137
4,14,3,16,1,134
4,14,3,17,1,163
4,14,3,18,1,168
4,14,3,19,1,154
4,14,3,20,1,140
4,14,3,21,1,148
4,14,3,22,1,127
4,14,3,23,1,41
4,14,3,0,2,0
4,14,3,1,2,0
4,14,3,2,2,0
4,14,3,3,2,0
4,14,3,4,2,0
4,14,3,5,2,0
4,14,3,6,2,0
4,14,3,7,2,59
4,14,3,9,2,67
4,14,3,10,2,78
4,14,3,11,2,93
4,14,3,12,2,106
4,14,3,13,2,91
4,14,3,14,2,101
4,14,3,15,2,117
4,14,3,16,2,125
4,14,3,20,2,115
4,14,3,21,2,120
4,14,3,23,2,0
4,14,3,0,3,0
4,14,3,1,3,0
4,14,3,2,3,0
4,14,3,3,3,0
4,14,3,4,3,0
4,14,3,5,3,0
4,14,3,6,3,51
4,14,3,7,3,51
4,14,3,8,3,44
4,14,3,9,3,66
4,14,3,10,3,80
4,14,3,11,3,91
4,14,3,12,3,98
4,14,3,13,3,100
4,14,3,14,3,109
4,14,3,15,3,99
4,14,3,16,3,106
4,14,3,18,3,98
4,14,3,20,3,94
4,14,3,21,3,99
4,14,3,22,3,67
4,14,3,23,3,0
4,14,3,0,4,0
4,14,3,1,4,0
4,14,3,2,4,0
4,14,3,3,4,0
4,14,3,4,4,0
4,14,3,5,4,0
4,14,3,6,4,15
4,14,3,8,4,44
4,14,3,9,4,42
4,14,3,10,4,54
4,14,3,11,4,80
4,14,3,12,4,95
4,14,3,13,4,94
4,14,3,14,4,88
4,14,3,16,4,101
4,14,3,21,4,61
4,14,3,23,4,53
4,14,3,0,5,0
4,14,3,1,5,0
4,14,3,2,5,0
4,14,3,3,5,0
4,14,3,4,5,0
4,14,3,5,5,0
4,14,3,6,5,0
4,14,3,9,5,38
4,14,3,10,5,60
4,14,3,11,5,69
4,14,3,12,5,68
4,14,3,13,5,66
4,14,3,14,5,87
4,14,3,15,5,78
4,14,3,16,5,106
4,14,3,17,5,157
4,14,3,20,5,0
4,14,3,21,5,0
4,14,3,22,5,0
4,14,3,23,5,0
4,13,3,0,7,0
4,13,3,1,7,0
4,13,3,2,7,0
4,13,3,3,7,0
4,13,3,4,7,0
4,13,3,5,7,0
4,13,3,6,7,0
4,13,3,7,7,0
4,13,3,8,7,19
4,13,3,9,7,30
4,13,3,10,7,52
4,13,3,11,7,65
4,13,3,12,7,68
4,13,3,13,7,61
4,13,3,14,7,97
4,13,3,15,7,79
4,13,3,16,7,67
4,13,3,23,7,0
4,14,4,0,1,0
4,14,4,1,1,0
4,14,4,2,1,0
4,14,4,3,1,0
4,14,4,4,1,0
4,14,4,5,1,0
4,14,4,6,1,9
4,14,4,7,1,45
4,14,4,8,1,45
4,14,4,9,1,88
4,14,4,10,1,88
4,14,4,11,1,94
4,14,4,12,1,122
4,14,4,13,1,104
4,14,4,14,1,122
4,14,4,15,1,111
4,14,4,16,1,102
4,14,4,17,1,143
4,14,4,18,1,137
4,14,4,19,1,129
4,14,4,20,1,125
4,14,4,21,1,134
4,14,4,22,1,136
4,14,4,23,1,46
4,14,4,0,2,0
4,14,4,1,2,0
4,14,4,2,2,0
4,14,4,3,2,0
4,14,4,4,2,0
4,14,4,5,2,0
4,14,4,6,2,14
4,14,4,7,2,68
4,14,4,8,2,99
4,14,4,9,2,92
4,14,4,10,2,100
4,14,4,11,2,122
4,14,4,12,2,136
4,14,4,13,2,134
4,14,4,14,2,123
4,14,4,15,2,132
4,14,4,16,2,148
4,14,4,17,2,158
4,14,4,18,2,135
4,14,4,19,2,135
4,14,4,20,2,132
4,14,4,21,2,137
4,14,4,22,2,131
4,14,4,23,2,47
4,14,4,0,3,0
4,14,4,1,3,0
4,14,4,2,3,0
4,14,4,3,3,0
4,14,4,4,3,0
4,14,4,5,3,0
4,14,4,6,3,43
4,14,4,7,3,41
4,14,4,8,3,59
4,14,4,9,3,68
4,14,4,10,3,80
4,14,4,11,3,114
4,14,4,12,3,145
4,14,4,13,3,135
4,14,4,14,3,113
4,14,4,15,3,112
4,14,4,16,3,118
4,14,4,17,3,136
4,14,4,18,3,134
4,14,4,19,3,107
4,14,4,20,3,110
4,14,4,21,3,115
4,14,4,23,3,0
4,14,4,0,4,0
4,14,4,1,4,0
4,14,4,2,4,0
4,14,4,3,4,0
4,14,4,4,4,0
4,14,4,5,4,0
4,14,4,6,4,33
4,14,4,7,4,60
4,14,4,9,4,48
4,14,4,10,4,67
4,14,4,11,4,75
4,14,4,12,4,110
4,14,4,13,4,108
4,14,4,14,4,83
4,14,4,15,4,88
4,14,4,16,4,116
4,14,4,17,4,127
4,14,4,18,4,110
4,14,4,19,4,92
4,14,4,20,4,90
4,14,4,21,4,101
4,14,4,23,4,0
4,14,4,0,6,0
4,14,4,1,6,0
4,14,4,2,6,0
4,14,4,3,6,0
4,14,4,4,6,0
4,14,4,5,6,0
4,14,4,6,6,0
4,14,4,7,6,0
4,14,4,8,6,12
4,14,4,9,6,24
4,14,4,10,6,35
4,14,4,11,6,47
4,14,4,12,6,44
4,14,4,13,6,52
4,14,4,14,6,66
4,14,4,15,6,80
4,14,4,16,6,52
4,14,4,17,6,70
4,14,4,18,6,65
4,14,4,19,6,58
4,14,4,20,6,0
4,14,4,21,6,69
4,14,4,22,6,0
4,14,4,23,6,0
4,14,5,0,2,0
4,14,5,1,2,0
4,14,5,2,2,0
4,14,5,3,2,0
4,14,5,4,2,0
4,14,5,5,2,0
4,14,5,6,2,31
4,14,5,7,2,52
4,14,5,9,2,64
4,14,5,10,2,86
4,14,5,11,2,104
4,14,5,12,2,108
4,14,5,13,2,103
4,14,5,14,2,86
4,14,5,15,2,75
4,14,5,16,2,88
4,14,5,17,2,129
4,14,5,18,2,110
4,14,5,19,2,100
4,14,5,20,2,123
4,14,5,21,2,141
4,14,5,22,2,128
4,14,5,23,2,88
4,14,5,0,3,0
4,14,5,1,3,0
4,14,5,2,3,0
4,14,5,3,3,0
4,14,5,4,3,0
4,14,5,5,3,0
4,14,5,6,3,8
4,14,5,7,3,62
4,14,5,8,3,82
4,14,5,9,3,96
4,14,5,10,3,108
4,14,5,11,3,112
4,14,5,12,3,142
4,14,5,13,3,125
4,14,5,14,3,133
4,14,5,15,3,154
4,14,5,16,3,144
4,14,5,17,3,142
4,14,5,18,3,137
4,14,5,19,3,136
4,14,5,20,3,117
4,14,5,21,3,102
4,14,5,22,3,100
4,14,5,23,3,40
4,14,5,0,4,0
4,14,5,1,4,0
4,14,5,2,4,0
4,14,5,3,4,0
4,14,5,4,4,0
4,14,5,5,4,0
4,14,5,6,4,26
4,14,5,7,4,43
4,14,5,8,4,61
4,14,5,9,4,72
4,14,5,10,4,80
4,14,5,11,4,108
4,14,5,12,4,137
4,14,5,13,4,133
4,14,5,14,4,105
4,14,5,15,4,112
4,14,5,16,4,121
4,14,5,17,4,110
4,14,5,18,4,109
4,14,5,19,4,113
4,14,5,20,4,101
4,14,5,23,4,0
4,14,5,0,5,0
4,14,5,1,5,0
4,14,5,2,5,0
4,14,5,3,5,0
4,14,5,4,5,0
4,14,5,5,5,0
4,14,5,6,5,36
4,14,5,7,5,48
4,14,5,8,5,36
4,14,5,9,5,63
4,14,5,10,5,79
4,14,5,11,5,88
4,14,5,12,5,83
4,14,5,13,5,90
4,14,5,14,5,106
4,14,5,15,5,109
4,14,5,16,5,108
4,14,5,17,5,130
4,14,5,18,5,128
4,14,5,20,5,0
4,14,5,21,5,0
4,14,5,22,5,0
4,14,5,23,5,0
4,14,5,0,6,0
4,14,5,1,6,0
4,14,5,2,6,0
4,14,5,3,6,0
4,14,5,4,6,0
4,14,5,5,6,0
4,14,5,6,6,0
4,14,5,7,6,0
4,14,5,8,6,0
4,14,5,9,6,36
4,14,5,10,6,51
4,14,5,11,6,68
4,14,5,12,6,59
4,14,5,13,6,62
4,14,5,14,6,78
4,14,5,15,6,62
4,14,5,16,6,89
4,14,5,18,6,135
4,14,5,19,6,88
4,14,5,20,6,76
4,14,5,21,6,0
4,14,5,22,6,0
4,14,5,23,6,0
4,14,5,0,7,0
4,14,5,1,7,0
4,14,5,2,7,0
4,14,5,3,7,0
4,14,5,4,7,0
4,14,5,5,7,0
4,14,5,6,7,0
4,14,5,7,7,0
4,14,5,8,7,0
4,14,5,9,7,16
4,14,5,10,7,24
4,14,5,11,7,28
4,14,5,12,7,40
4,14,5,13,7,41
4,14,5,14,7,54
4,14,5,15,7,64
4,14,5,16,7,122
4,14,5,17,7,109
4,14,5,23,7,0
4,15,6,0,1,0
4,15,6,1,1,0
4,15,6,2,1,0
4,15,6,3,1,0
4,15,6,4,1,0
4,15,6,5,1,0
4,15,6,6,1,17
4,15,6,7,1,32
4,15,6,8,1,50
4,15,6,9,1,48
4,15,6,10,1,69
4,15,6,11,1,90
4,15,6,13,1,125
4,15,6,14,1,104
4,15,6,15,1,114
4,15,6,16,1,127
4,15,6,17,1,118
4,15,6,18,1,110
4,15,6,19,1,97
4,15,6,20,1,107
4,15,6,21,1,131
4,15,6,22,1,94
4,15,6,23,1,70
4,14,6,0,3,0
4,14,6,1,3,0
4,14,6,2,3,0
4,14,6,3,3,0
4,14,6,4,3,0
4,14,6,5,3,0
4,14,6,6,3,40
4,14,6,7,3,48
4,14,6,8,3,49
4,14,6,9,3,53
4,14,6,10,3,90
4,14,6,11,3,80
4,14,6,12,3,90
4,14,6,13,3,122
4,14,6,14,3,106
4,14,6,16,3,96
4,14,6,17,3,123
4,14,6,18,3,97
4,14,6,19,3,74
4,14,6,20,3,90
4,14,6,21,3,96
4,14,6,22,3,96
4,14,6,23,3,67
4,14,6,0,4,0
4,14,6,1,4,0
4,14,6,2,4,0
4,14,6,3,4,0
4,14,6,4,4,0
4,14,6,5,4,0
4,14,6,6,4,15
4,14,6,7,4,70
4,14,6,8,4,90
4,14,6,9,4,76
4,14,6,10,4,89
4,14,6,11,4,111
4,14,6,12,4,97
4,14,6,13,4,112
4,14,6,14,4,113
4,14,6,15,4,99
4,14,6,16,4,116
4,14,6,17,4,138
4,14,6,18,4,132
4,14,6,19,4,90
4,14,6,20,4,92
4,14,6,21,4,92
4,14,6,22,4,76
4,14,6,23,4,0
4,14,6,0,5,0
4,14,6,1,5,0
4,14,6,2,5,0
4,14,6,3,5,0
4,14,6,4,5,0
4,14,6,5,5,0
4,14,6,6,5,26
4,14,6,7,5,42
4,14,6,9,5,60
4,14,6,10,5,62
4,14,6,11,5,102
4,14,6,12,5,106
4,14,6,13,5,117
4,14,6,14,5,108
4,14,6,15,5,118
4,14,6,16,5,125
4,14,6,17,5,122
4,14,6,19,5,89
4,14,6,20,5,0
4,14,6,21,5,0
4,14,6,22,5,0
4,14,6,23,5,0
4,14,6,0,6,0
4,14,6,1,6,0
4,14,6,2,6,0
4,14,6,3,6,0
4,14,6,4,6,0
4,14,6,5,6,0
4,14,6,6,6,0
4,14,6,7,6,0
4,14,6,8,6,0
4,14,6,13,6,99
4,14,6,14,6,109
4,14,6,20,6,0
4,14,6,21,6,0
4,14,6,22,6,0
4,14,6,23,6,0
4,15,7,0,1,0
4,15,7,1,1,0
4,15,7,2,1,0
4,15,7,3,1,0
4,15,7,4,1,0
4,15,7,5,1,0
4,15,7,6,1,27
4,15,7,7,1,59
4,15,7,8,1,54
4,15,7,9,1,57
4,15,7,10,1,79
4,15,7,12,1,73
4,15,7,14,1,102
4,15,7,15,1,110
4,15,7,16,1,110
4,15,7,17,1,114
4,15,7,18,1,112
4,15,7,19,1,118
4,15,7,20,1,98
4,15,7,21,1,96
4,15,7,22,1,109
4,15,7,23,1,75
4,15,7,0,2,0
4,15,7,1,2,0
4,15,7,2,2,0
4,15,7,3,2,0
4,15,7,4,2,0
4,15,7,5,2,0
4,15,7,6,2,23
4,15,7,7,2,46
4,15,7,8,2,54
4,15,7,9,2,54
4,15,7,10,2,86
4,15,7,11,2,92
4,15,7,12,2,80
4,15,7,13,2,76
4,15,7,14,2,68
4,15,7,15,2,84
4,15,7,16,2,104
4,15,7,17,2,94
4,15,7,18,2,109
4,15,7,19,2,92
4,15,7,20,2,100
4,15,7,22,2,112
4,15,7,23,2,90
4,14,7,0,4,0
4,14,7,1,4,0
4,14,7,2,4,0
4,14,7,3,4,0
4,14,7,4,4,0
4,14,7,5,4,0
4,14,7,6,4,29
4,14,7,8,4,48
4,14,7,9,4,72
4,14,7,10,4,64
4,14,7,11,4,76
4,14,7,12,4,101
4,14,7,13,4,75
4,14,7,14,4,81
4,14,7,15,4,88
4,14,7,16,4,96
4,14,7,17,4,99
4,14,7,18,4,110
4,14,7,19,4,91
4,14,7,20,4,98
4,14,7,21,4,86
4,14,7,23,4,0
4,14,7,0,5,0
4,14,7,1,5,0
4,14,7,2,5,0
4,14,7,3,5,0
4,14,7,4,5,0
4,14,7,5,5,0
4,14,7,6,5,24
4,14,7,7,5,35
4,14,7,8,5,66
4,14,7,9,5,64
4,14,7,10,5,75
4,14,7,11,5,81
4,14,7,12,5,89
4,14,7,13,5,78
4,14,7,14,5,76
4,14,7,15,5,99
4,14,7,16,5,114
4,14,7,17,5,127
4,14,7,18,5,98
4,14,7,19,5,87
4,14,7,20,5,84
4,14,7,21,5,74
4,14,7,22,5,0
4,14,7,23,5,0
4,14,7,0,6,0
4,14,7,1,6,0
4,14,7,2,6,0
4,14,7,3,6,0
4,14,7,4,6,0
4,14,7,5,6,0
4,14,7,6,6,0
4,14,7,7,6,0
4,14,7,8,6,0
4,14,7,9,6,45
4,14,7,10,6,76
4,14,7,11,6,89
4,14,7,12,6,98
4,14,7,13,6,95
4,14,7,14,6,110
4,14,7,17,6,98
4,14,7,19,6,76
4,14,7,20,6,0
4,14,7,21,6,0
4,14,7,22,6,0
4,14,7,23,6,0
4,14,7,0,7,0
4,14,7,1,7,0
4,14,7,2,7,0
4,14,7,3,7,0
4,14,7,4,7,0
4,14,7,5,7,0
4,14,7,6,7,0
4,14,7,7,7,0
4,14,7,8,7,0
4,14,7,9,7,30
4,14,7,10,7,52
4,14,7,13,7,42
